id,compartment,metabolite_dcid,metabolic_compartment_dcid
m02721c,dcs:CellularCompartmentCytosol,bio/CHEMBL3526286,bio/m02721c
m02722c,dcs:CellularCompartmentCytosol,bio/CHEMBL4303372,bio/m02722c
m02722s,dcs:CellularCompartmentExtracellular,bio/CHEMBL4303372,bio/m02722s
m02723c,dcs:CellularCompartmentCytosol,bio/CHEMBL458497,bio/m02723c
m02723s,dcs:CellularCompartmentExtracellular,bio/CHEMBL458497,bio/m02723s
m02724c,dcs:CellularCompartmentCytosol,bio/CHEMBL301523,bio/m02724c
m02724l,dcs:CellularCompartmentLysosome,bio/CHEMBL301523,bio/m02724l
m02724m,dcs:CellularCompartmentMitochondria,bio/CHEMBL301523,bio/m02724m
m02724s,dcs:CellularCompartmentExtracellular,bio/CHEMBL301523,bio/m02724s
m02725c,dcs:CellularCompartmentCytosol,bio/CHEMBL1162488,bio/m02725c
m02726c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02726c
m02727m,dcs:CellularCompartmentMitochondria,bio/HMDB0007862,bio/m02727m
m02728c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02728c
m02728g,dcs:CellularCompartmentGolgiApparatus,bio/HMDB0007862,bio/m02728g
m02728r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0007862,bio/m02728r
m02729c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02729c
m02730c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02730c
m02731c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02731c
m02732c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02732c
m02733c,dcs:CellularCompartmentCytosol,bio/HMDB0007862,bio/m02733c
m02733r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0007862,bio/m02733r
m02734c,dcs:CellularCompartmentCytosol,bio/HMDB0004249,bio/m02734c
m02734n,dcs:CellularCompartmentNucleus,bio/HMDB0004249,bio/m02734n
m02735c,dcs:CellularCompartmentCytosol,bio/HMDB0062519,bio/m02735c
m02735r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0062519,bio/m02735r
m02736c,dcs:CellularCompartmentCytosol,bio/MNXM2711,bio/m02736c
m02736n,dcs:CellularCompartmentNucleus,bio/MNXM2711,bio/m02736n
m02737c,dcs:CellularCompartmentCytosol,bio/MNXM93809,bio/m02737c
m02738c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235161,bio/m02738c
m02738g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL1235161,bio/m02738g
m02738l,dcs:CellularCompartmentLysosome,bio/CHEMBL1235161,bio/m02738l
m02739c,dcs:CellularCompartmentCytosol,bio/CHEMBL3109286,bio/m02739c
m02740s,dcs:CellularCompartmentExtracellular,bio/MNXM162702,bio/m02740s
m02741c,dcs:CellularCompartmentCytosol,bio/HMDB0001416,bio/m02741c
m02741m,dcs:CellularCompartmentMitochondria,bio/HMDB0001416,bio/m02741m
m02742c,dcs:CellularCompartmentCytosol,bio/MNXM3278,bio/m02742c
m02743c,dcs:CellularCompartmentCytosol,bio/MNXM9027,bio/m02743c
m02744c,dcs:CellularCompartmentCytosol,bio/CHEMBL1550,bio/m02744c
m02744s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1550,bio/m02744s
m02745c,dcs:CellularCompartmentCytosol,bio/HMDB0000521,bio/m02745c
m02745l,dcs:CellularCompartmentLysosome,bio/HMDB0000521,bio/m02745l
m02745r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0000521,bio/m02745r
m02745s,dcs:CellularCompartmentExtracellular,bio/HMDB0000521,bio/m02745s
m02746c,dcs:CellularCompartmentCytosol,bio/HMDB0000801,bio/m02746c
m02746p,dcs:CellularCompartmentPeroxisome,bio/HMDB0000801,bio/m02746p
m02746s,dcs:CellularCompartmentExtracellular,bio/HMDB0000801,bio/m02746s
m02747c,dcs:CellularCompartmentCytosol,bio/HMDB0001359,bio/m02747c
m02747p,dcs:CellularCompartmentPeroxisome,bio/HMDB0001359,bio/m02747p
m02748c,dcs:CellularCompartmentCytosol,bio/MNXM731,bio/m02748c
m02749c,dcs:CellularCompartmentCytosol,bio/CHEMBL236036,bio/m02749c
m02750c,dcs:CellularCompartmentCytosol,bio/MNXM2416,bio/m02750c
m02750g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM2416,bio/m02750g
m02750l,dcs:CellularCompartmentLysosome,bio/MNXM2416,bio/m02750l
m02750n,dcs:CellularCompartmentNucleus,bio/MNXM2416,bio/m02750n
m02750r,dcs:CellularCompartmentEndoplasmicReticulum,bio/MNXM2416,bio/m02750r
m02751c,dcs:CellularCompartmentCytosol,bio/CHEMBL1187,bio/m02751c
m02751g,dcs:CellularCompartmentGolgiApparatus,bio/CHEMBL1187,bio/m02751g
m02751l,dcs:CellularCompartmentLysosome,bio/CHEMBL1187,bio/m02751l
m02751m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1187,bio/m02751m
m02751n,dcs:CellularCompartmentNucleus,bio/CHEMBL1187,bio/m02751n
m02751p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1187,bio/m02751p
m02751r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1187,bio/m02751r
m02751s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1187,bio/m02751s
m02752c,dcs:CellularCompartmentCytosol,bio/CHEMBL72628,bio/m02752c
m02753c,dcs:CellularCompartmentCytosol,bio/MNXM96978,bio/m02753c
m02753l,dcs:CellularCompartmentLysosome,bio/MNXM96978,bio/m02753l
m02753s,dcs:CellularCompartmentExtracellular,bio/MNXM96978,bio/m02753s
m02754c,dcs:CellularCompartmentCytosol,bio/CHEMBL14130,bio/m02754c
m02754s,dcs:CellularCompartmentExtracellular,bio/CHEMBL14130,bio/m02754s
m02755c,dcs:CellularCompartmentCytosol,bio/MNXM162987,bio/m02755c
m02756c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235151,bio/m02756c
m02757c,dcs:CellularCompartmentCytosol,bio/PPARA,bio/m02757c
m02757l,dcs:CellularCompartmentLysosome,bio/PPARA,bio/m02757l
m02757n,dcs:CellularCompartmentNucleus,bio/PPARA,bio/m02757n
m02758c,dcs:CellularCompartmentCytosol,bio/HMDB0032231,bio/m02758c
m02759c,dcs:CellularCompartmentCytosol,bio/CHEMBL1160571,bio/m02759c
m02759m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1160571,bio/m02759m
m02759n,dcs:CellularCompartmentNucleus,bio/CHEMBL1160571,bio/m02759n
m02759p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1160571,bio/m02759p
m02759r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1160571,bio/m02759r
m02759s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1160571,bio/m02759s
m02760c,dcs:CellularCompartmentCytosol,bio/HMDB0062521,bio/m02760c
m02761c,dcs:CellularCompartmentCytosol,bio/HMDB0062522,bio/m02761c
m02762c,dcs:CellularCompartmentCytosol,bio/CHEMBL1179605,bio/m02762c
m02762r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1179605,bio/m02762r
m02763c,dcs:CellularCompartmentCytosol,bio/CHEMBL253363,bio/m02763c
m02763m,dcs:CellularCompartmentMitochondria,bio/CHEMBL253363,bio/m02763m
m02763r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL253363,bio/m02763r
m02764c,dcs:CellularCompartmentCytosol,bio/CHEMBL1213010,bio/m02764c
m02765c,dcs:CellularCompartmentCytosol,bio/HMDB0006500,bio/m02765c
m02766p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1316599,bio/m02766p
m02767c,dcs:CellularCompartmentCytosol,bio/HMDB0000450,bio/m02767c
m02768c,dcs:CellularCompartmentCytosol,bio/MNXM149166,bio/m02768c
m02769c,dcs:CellularCompartmentCytosol,bio/CHEMBL103,bio/m02769c
m02769r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL103,bio/m02769r
m02769s,dcs:CellularCompartmentExtracellular,bio/CHEMBL103,bio/m02769s
m02770c,dcs:CellularCompartmentCytosol,bio/CHEMBL54922,bio/m02770c
m02770l,dcs:CellularCompartmentLysosome,bio/CHEMBL54922,bio/m02770l
m02770m,dcs:CellularCompartmentMitochondria,bio/CHEMBL54922,bio/m02770m
m02770s,dcs:CellularCompartmentExtracellular,bio/CHEMBL54922,bio/m02770s
m02771c,dcs:CellularCompartmentCytosol,bio/CHEMBL286398,bio/m02771c
m02772c,dcs:CellularCompartmentCytosol,bio/CHEMBL14021,bio/m02772c
m02772m,dcs:CellularCompartmentMitochondria,bio/CHEMBL14021,bio/m02772m
m02772p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL14021,bio/m02772p
m02772s,dcs:CellularCompartmentExtracellular,bio/CHEMBL14021,bio/m02772s
m02773c,dcs:CellularCompartmentCytosol,bio/MNXM166823,bio/m02773c
m02774c,dcs:CellularCompartmentCytosol,bio/HMDB0001275,bio/m02774c
m02774m,dcs:CellularCompartmentMitochondria,bio/HMDB0001275,bio/m02774m
m02774p,dcs:CellularCompartmentPeroxisome,bio/HMDB0001275,bio/m02774p
m02775c,dcs:CellularCompartmentCytosol,bio/HMDB0006806,bio/m02775c
m02775m,dcs:CellularCompartmentMitochondria,bio/HMDB0006806,bio/m02775m
m02776c,dcs:CellularCompartmentCytosol,bio/CHEMBL1084644,bio/m02776c
m02776s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1084644,bio/m02776s
m02777c,dcs:CellularCompartmentCytosol,bio/CHEMBL1084643,bio/m02777c
m02777s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1084643,bio/m02777s
m02778c,dcs:CellularCompartmentCytosol,bio/CHEMBL1561148,bio/m02778c
m02778s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1561148,bio/m02778s
m02779c,dcs:CellularCompartmentCytosol,bio/CHEMBL1901620,bio/m02779c
m02779s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1901620,bio/m02779s
m02780c,dcs:CellularCompartmentCytosol,bio/HMDB0060104,bio/m02780c
m02780s,dcs:CellularCompartmentExtracellular,bio/HMDB0060104,bio/m02780s
m02781c,dcs:CellularCompartmentCytosol,bio/HMDB0060095,bio/m02781c
m02781s,dcs:CellularCompartmentExtracellular,bio/HMDB0060095,bio/m02781s
m02782c,dcs:CellularCompartmentCytosol,bio/CHEMBL2075005,bio/m02782c
m02782s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2075005,bio/m02782s
m02783c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235252,bio/m02783c
m02783r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1235252,bio/m02783r
m02783s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1235252,bio/m02783s
m02784c,dcs:CellularCompartmentCytosol,bio/HMDB0003034,bio/m02784c
m02784s,dcs:CellularCompartmentExtracellular,bio/HMDB0003034,bio/m02784s
m02785c,dcs:CellularCompartmentCytosol,bio/CHEMBL495,bio/m02785c
m02785s,dcs:CellularCompartmentExtracellular,bio/CHEMBL495,bio/m02785s
m02786c,dcs:CellularCompartmentCytosol,bio/CHEMBL548,bio/m02786c
m02786r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL548,bio/m02786r
m02786s,dcs:CellularCompartmentExtracellular,bio/CHEMBL548,bio/m02786s
m02787c,dcs:CellularCompartmentCytosol,bio/CHEMBL2074717,bio/m02787c
m02787n,dcs:CellularCompartmentNucleus,bio/CHEMBL2074717,bio/m02787n
m02787s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2074717,bio/m02787s
m02788c,dcs:CellularCompartmentCytosol,bio/CHEMBL1325783,bio/m02788c
m02788s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1325783,bio/m02788s
m02789c,dcs:CellularCompartmentCytosol,bio/CHEMBL815,bio/m02789c
m02789s,dcs:CellularCompartmentExtracellular,bio/CHEMBL815,bio/m02789s
m02790c,dcs:CellularCompartmentCytosol,bio/CHEMBL1894513,bio/m02790c
m02790s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1894513,bio/m02790s
m02791c,dcs:CellularCompartmentCytosol,bio/HMDB0013039,bio/m02791c
m02791r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0013039,bio/m02791r
m02792c,dcs:CellularCompartmentCytosol,bio/HMDB0003235,bio/m02792c
m02792r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0003235,bio/m02792r
m02792s,dcs:CellularCompartmentExtracellular,bio/HMDB0003235,bio/m02792s
m02793c,dcs:CellularCompartmentCytosol,bio/HMDB0013041,bio/m02793c
m02793r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0013041,bio/m02793r
m02794c,dcs:CellularCompartmentCytosol,bio/CHEMBL2074582,bio/m02794c
m02794r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL2074582,bio/m02794r
m02794s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2074582,bio/m02794s
m02795c,dcs:CellularCompartmentCytosol,bio/CHEMBL1139,bio/m02795c
m02795r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1139,bio/m02795r
m02795s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1139,bio/m02795s
m02796c,dcs:CellularCompartmentCytosol,bio/CHEMBL1397260,bio/m02796c
m02796r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1397260,bio/m02796r
m02797c,dcs:CellularCompartmentCytosol,bio/MNXM168923,bio/m02797c
m02798c,dcs:CellularCompartmentCytosol,bio/HMDB0013043,bio/m02798c
m02799c,dcs:CellularCompartmentCytosol,bio/MNXM168924,bio/m02799c
m02800c,dcs:CellularCompartmentCytosol,bio/HMDB0013045,bio/m02800c
m02801c,dcs:CellularCompartmentCytosol,bio/MNXM12769,bio/m02801c
m02802c,dcs:CellularCompartmentCytosol,bio/MNXM12792,bio/m02802c
m02802l,dcs:CellularCompartmentLysosome,bio/MNXM12792,bio/m02802l
m02802s,dcs:CellularCompartmentExtracellular,bio/MNXM12792,bio/m02802s
m02803c,dcs:CellularCompartmentCytosol,bio/CHEMBL1325592,bio/m02803c
m02803m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1325592,bio/m02803m
m02804c,dcs:CellularCompartmentCytosol,bio/HMDB0001097,bio/m02804c
m02804m,dcs:CellularCompartmentMitochondria,bio/HMDB0001097,bio/m02804m
m02805c,dcs:CellularCompartmentCytosol,bio/CHEMBL1797131,bio/m02805c
m02806c,dcs:CellularCompartmentCytosol,bio/HMDB0000280,bio/m02806c
m02806s,dcs:CellularCompartmentExtracellular,bio/HMDB0000280,bio/m02806s
m02807c,dcs:CellularCompartmentCytosol,bio/HMDB0001271,bio/m02807c
m02808c,dcs:CellularCompartmentCytosol,bio/HMDB0014291,bio/m02808c
m02808l,dcs:CellularCompartmentLysosome,bio/HMDB0014291,bio/m02808l
m02808r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0014291,bio/m02808r
m02809c,dcs:CellularCompartmentCytosol,bio/HMDB0013046,bio/m02809c
m02810c,dcs:CellularCompartmentCytosol,bio/HMDB0000648,bio/m02810c
m02810l,dcs:CellularCompartmentLysosome,bio/HMDB0000648,bio/m02810l
m02811c,dcs:CellularCompartmentCytosol,bio/HMDB0006078,bio/m02811c
m02812c,dcs:CellularCompartmentCytosol,bio/CHEMBL46257,bio/m02812c
m02812m,dcs:CellularCompartmentMitochondria,bio/CHEMBL46257,bio/m02812m
m02812p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL46257,bio/m02812p
m02812s,dcs:CellularCompartmentExtracellular,bio/CHEMBL46257,bio/m02812s
m02813c,dcs:CellularCompartmentCytosol,bio/CHEMBL102970,bio/m02813c
m02813s,dcs:CellularCompartmentExtracellular,bio/CHEMBL102970,bio/m02813s
m02814c,dcs:CellularCompartmentCytosol,bio/CHEMBL82202,bio/m02814c
m02814s,dcs:CellularCompartmentExtracellular,bio/CHEMBL82202,bio/m02814s
m02815c,dcs:CellularCompartmentCytosol,bio/CHEMBL593019,bio/m02815c
m02815s,dcs:CellularCompartmentExtracellular,bio/CHEMBL593019,bio/m02815s
m02816c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235353,bio/m02816c
m02817c,dcs:CellularCompartmentCytosol,bio/CHEMBL1364,bio/m02817c
m02817s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1364,bio/m02817s
m02818c,dcs:CellularCompartmentCytosol,bio/HMDB0001319,bio/m02818c
m02819c,dcs:CellularCompartmentCytosol,bio/CHEMBL1162144,bio/m02819c
m02819m,dcs:CellularCompartmentMitochondria,bio/CHEMBL1162144,bio/m02819m
m02819p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL1162144,bio/m02819p
m02819s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1162144,bio/m02819s
m02820c,dcs:CellularCompartmentCytosol,bio/HMDB0001495,bio/m02820c
m02821c,dcs:CellularCompartmentCytosol,bio/CHEMBL1294,bio/m02821c
m02821s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1294,bio/m02821s
m02822c,dcs:CellularCompartmentCytosol,bio/CHEMBL286204,bio/m02822c
m02823c,dcs:CellularCompartmentCytosol,bio/HMDB0000038,bio/m02823c
m02823n,dcs:CellularCompartmentNucleus,bio/HMDB0000038,bio/m02823n
m02824c,dcs:CellularCompartmentCytosol,bio/rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate,bio/m02824c
m02824r,dcs:CellularCompartmentEndoplasmicReticulum,bio/rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate,bio/m02824r
m02825c,dcs:CellularCompartmentCytosol,bio/HMDB0060141,bio/m02825c
m02825r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060141,bio/m02825r
m02826c,dcs:CellularCompartmentCytosol,bio/HMDB0060123,bio/m02826c
m02826r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0060123,bio/m02826r
m02827c,dcs:CellularCompartmentCytosol,bio/MNXM804,bio/m02827c
m02828c,dcs:CellularCompartmentCytosol,bio/MNXM169,bio/m02828c
m02828m,dcs:CellularCompartmentMitochondria,bio/MNXM169,bio/m02828m
m02829c,dcs:CellularCompartmentCytosol,bio/CHEMBL1550,bio/m02829c
m02832c,dcs:CellularCompartmentCytosol,bio/CHEMBL81379,bio/m02832c
m02832r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL81379,bio/m02832r
m02833c,dcs:CellularCompartmentCytosol,bio/CHEMBL38,bio/m02833c
m02833r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL38,bio/m02833r
m02833s,dcs:CellularCompartmentExtracellular,bio/CHEMBL38,bio/m02833s
m02834c,dcs:CellularCompartmentCytosol,bio/CHEMBL986,bio/m02834c
m02834r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL986,bio/m02834r
m02834s,dcs:CellularCompartmentExtracellular,bio/CHEMBL986,bio/m02834s
m02835c,dcs:CellularCompartmentCytosol,bio/HMDB0006508,bio/m02835c
m02836c,dcs:CellularCompartmentCytosol,bio/HMDB0003141,bio/m02836c
m02836r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0003141,bio/m02836r
m02836s,dcs:CellularCompartmentExtracellular,bio/HMDB0003141,bio/m02836s
m02837s,dcs:CellularCompartmentExtracellular,bio/HMDB0003648,bio/m02837s
m02838c,dcs:CellularCompartmentCytosol,bio/HMDB0003598,bio/m02838c
m02839c,dcs:CellularCompartmentCytosol,bio/CHEMBL1312,bio/m02839c
m02839r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL1312,bio/m02839r
m02839s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1312,bio/m02839s
m02840c,dcs:CellularCompartmentCytosol,bio/MNXM9089,bio/m02840c
m02841c,dcs:CellularCompartmentCytosol,bio/CHEMBL3137744,bio/m02841c
m02841s,dcs:CellularCompartmentExtracellular,bio/CHEMBL3137744,bio/m02841s
m02842c,dcs:CellularCompartmentCytosol,bio/CHEMBL1534,bio/m02842c
m02842s,dcs:CellularCompartmentExtracellular,bio/CHEMBL1534,bio/m02842s
m02843c,dcs:CellularCompartmentCytosol,bio/CHEMBL444125,bio/m02843c
m02843s,dcs:CellularCompartmentExtracellular,bio/CHEMBL444125,bio/m02843s
m02844c,dcs:CellularCompartmentCytosol,bio/CHEMBL603367,bio/m02844c
m02845c,dcs:CellularCompartmentCytosol,bio/HMDB0001548,bio/m02845c
m02845r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0001548,bio/m02845r
m02846c,dcs:CellularCompartmentCytosol,bio/HMDB0000618,bio/m02846c
m02846r,dcs:CellularCompartmentEndoplasmicReticulum,bio/HMDB0000618,bio/m02846r
m02847c,dcs:CellularCompartmentCytosol,bio/MNXM1248,bio/m02847c
m02848c,dcs:CellularCompartmentCytosol,bio/MNXM93895,bio/m02848c
m02849c,dcs:CellularCompartmentCytosol,bio/MNXM93896,bio/m02849c
m02850c,dcs:CellularCompartmentCytosol,bio/HMDB0060504,bio/m02850c
m02851c,dcs:CellularCompartmentCytosol,bio/HMDB0013055,bio/m02851c
m02852c,dcs:CellularCompartmentCytosol,bio/HMDB0013056,bio/m02852c
m02853c,dcs:CellularCompartmentCytosol,bio/HMDB0060506,bio/m02853c
m02854c,dcs:CellularCompartmentCytosol,bio/HMDB0060505,bio/m02854c
m02855c,dcs:CellularCompartmentCytosol,bio/HMDB0062525,bio/m02855c
m02856m,dcs:CellularCompartmentMitochondria,bio/HMDB0006869,bio/m02856m
m02857m,dcs:CellularCompartmentMitochondria,bio/HMDB0006868,bio/m02857m
m02858m,dcs:CellularCompartmentMitochondria,bio/HMDB0006867,bio/m02858m
m02859c,dcs:CellularCompartmentCytosol,bio/HMDB0013057,bio/m02859c
m02860c,dcs:CellularCompartmentCytosol,bio/HMDB0013058,bio/m02860c
m02861c,dcs:CellularCompartmentCytosol,bio/HMDB0060507,bio/m02861c
m02862c,dcs:CellularCompartmentCytosol,bio/HMDB0013061,bio/m02862c
m02863c,dcs:CellularCompartmentCytosol,bio/HMDB0013062,bio/m02863c
m02864c,dcs:CellularCompartmentCytosol,bio/HMDB0013063,bio/m02864c
m02865c,dcs:CellularCompartmentCytosol,bio/MNXM169049,bio/m02865c
m02866c,dcs:CellularCompartmentCytosol,bio/MNXM169050,bio/m02866c
m02867c,dcs:CellularCompartmentCytosol,bio/MNXM165124,bio/m02867c
m02868m,dcs:CellularCompartmentMitochondria,bio/HMDB0000279,bio/m02868m
m02869m,dcs:CellularCompartmentMitochondria,bio/HMDB0001526,bio/m02869m
m02870c,dcs:CellularCompartmentCytosol,bio/HMDB0000988,bio/m02870c
m02871c,dcs:CellularCompartmentCytosol,bio/CHEMBL418052,bio/m02871c
m02871m,dcs:CellularCompartmentMitochondria,bio/CHEMBL418052,bio/m02871m
m02871n,dcs:CellularCompartmentNucleus,bio/CHEMBL418052,bio/m02871n
m02871r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL418052,bio/m02871r
m02872c,dcs:CellularCompartmentCytosol,bio/HMDB0000797,bio/m02872c
m02873c,dcs:CellularCompartmentCytosol,bio/CHEMBL1187592,bio/m02873c
m02874c,dcs:CellularCompartmentCytosol,bio/HMDB0013067,bio/m02874c
m02875c,dcs:CellularCompartmentCytosol,bio/CHEMBL1195032,bio/m02875c
m02876c,dcs:CellularCompartmentCytosol,bio/HMDB0013068,bio/m02876c
m02877c,dcs:CellularCompartmentCytosol,bio/CHEMBL224120,bio/m02877c
m02877m,dcs:CellularCompartmentMitochondria,bio/CHEMBL224120,bio/m02877m
m02877n,dcs:CellularCompartmentNucleus,bio/CHEMBL224120,bio/m02877n
m02877r,dcs:CellularCompartmentEndoplasmicReticulum,bio/CHEMBL224120,bio/m02877r
m02878m,dcs:CellularCompartmentMitochondria,bio/HMDB0006239,bio/m02878m
m02879m,dcs:CellularCompartmentMitochondria,bio/MNXM81221,bio/m02879m
m02880c,dcs:CellularCompartmentCytosol,bio/CHEMBL304383,bio/m02880c
m02880m,dcs:CellularCompartmentMitochondria,bio/CHEMBL304383,bio/m02880m
m02880p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL304383,bio/m02880p
m02880s,dcs:CellularCompartmentExtracellular,bio/CHEMBL304383,bio/m02880s
m02881c,dcs:CellularCompartmentCytosol,bio/HMDB0062526,bio/m02881c
m02881n,dcs:CellularCompartmentNucleus,bio/HMDB0062526,bio/m02881n
m02882c,dcs:CellularCompartmentCytosol,bio/HMDB0011118,bio/m02882c
m02882n,dcs:CellularCompartmentNucleus,bio/HMDB0011118,bio/m02882n
m02883c,dcs:CellularCompartmentCytosol,bio/HMDB0060274,bio/m02883c
m02884c,dcs:CellularCompartmentCytosol,bio/HMDB0001068,bio/m02884c
m02885c,dcs:CellularCompartmentCytosol,bio/CHEMBL2097002,bio/m02885c
m02885s,dcs:CellularCompartmentExtracellular,bio/CHEMBL2097002,bio/m02885s
m02886c,dcs:CellularCompartmentCytosol,bio/CHEMBL1235891,bio/m02886c
m02887c,dcs:CellularCompartmentCytosol,bio/HMDB0011119,bio/m02887c
m02888c,dcs:CellularCompartmentCytosol,bio/HMDB0006343,bio/m02888c
m02889c,dcs:CellularCompartmentCytosol,bio/CHEMBL109962,bio/m02889c
m02890c,dcs:CellularCompartmentCytosol,bio/HMDB0004119,bio/m02890c
m02891c,dcs:CellularCompartmentCytosol,bio/CHEMBL1474517,bio/m02891c
m02892c,dcs:CellularCompartmentCytosol,bio/HMDB0060257,bio/m02892c
m02893c,dcs:CellularCompartmentCytosol,bio/MNXM81829,bio/m02893c
m02894c,dcs:CellularCompartmentCytosol,bio/HMDB0003840,bio/m02894c
m02895c,dcs:CellularCompartmentCytosol,bio/CHEMBL62382,bio/m02895c
m02896c,dcs:CellularCompartmentCytosol,bio/CHEMBL11298,bio/m02896c
m02896l,dcs:CellularCompartmentLysosome,bio/CHEMBL11298,bio/m02896l
m02896m,dcs:CellularCompartmentMitochondria,bio/CHEMBL11298,bio/m02896m
m02896p,dcs:CellularCompartmentPeroxisome,bio/CHEMBL11298,bio/m02896p
m02896s,dcs:CellularCompartmentExtracellular,bio/CHEMBL11298,bio/m02896s
m02897c,dcs:CellularCompartmentCytosol,bio/CHEMBL39,bio/m02897c
m02897s,dcs:CellularCompartmentExtracellular,bio/CHEMBL39,bio/m02897s
m02898c,dcs:CellularCompartmentCytosol,bio/MNXM21342,bio/m02898c
m02899m,dcs:CellularCompartmentMitochondria,bio/HMDB0006832,bio/m02899m
m02900c,dcs:CellularCompartmentCytosol,bio/MNXM162247,bio/m02900c
m02900s,dcs:CellularCompartmentExtracellular,bio/MNXM162247,bio/m02900s
m02901c,dcs:CellularCompartmentCytosol,bio/MNXM162248,bio/m02901c
m02901s,dcs:CellularCompartmentExtracellular,bio/MNXM162248,bio/m02901s
m02902c,dcs:CellularCompartmentCytosol,bio/MNXM9107,bio/m02902c
m02902g,dcs:CellularCompartmentGolgiApparatus,bio/MNXM9107,bio/m02902g
